songId,title,artist,img,album
3315554,Mazeltov,제국의아이들 (ZE:A),https://cdnimg.melon.co.kr/cm/album/images/012/00/556/1200556_500.jpg/melon/resize/282/quality/80/optimize,Lovability
4047163,얼굴보고 얘기해,디유닛,https://cdnimg.melon.co.kr/cm/album/images/021/76/845/2176845_500.jpg/melon/resize/282/quality/80/optimize,Affirmative Chapter.1
3353418,핑크 로켓 (Pink Rocket),달샤벳,https://cdnimg.melon.co.kr/cm/album/images/012/38/759/1238759_500.jpg/melon/resize/282/quality/80/optimize,핑크 로켓
4269113,Shooting Star,투아이즈 (2EYES),https://cdnimg.melon.co.kr/cm/album/images/022/08/908/2208908_500.jpg/melon/resize/282/quality/80/optimize,Shooting Star
3807548,Hello & Goodbye,마이네임,https://cdnimg.melon.co.kr/cm/album/images/021/24/595/2124595_500.jpg/melon/resize/282/quality/80/optimize,MYNAME 1st Single
3175334,Here I Am,제국의아이들 (ZE:A),https://cdnimg.melon.co.kr/cm/album/images/012/00/556/1200556_500.jpg/melon/resize/282/quality/80/optimize,Lovability
3785498,What The Hell,B.A.P,https://cdnimg.melon.co.kr/cm/album/images/021/14/709/2114709_500.jpg/melon/resize/282/quality/80/optimize,Power
3838853,Love Is Energy,치치,https://cdnimg.melon.co.kr/cm/album/images/021/32/309/2132309_500.jpg/melon/resize/282/quality/80/optimize,Love Is Energy
5725592,"그녀는 (Feat. 정인, 최자 Of Dynamic Duo, 행주 & 지구인 Of 리듬파워)",프라이머리,https://cdnimg.melon.co.kr/cm/album/images/023/22/372/2322372_500.jpg/melon/resize/282/quality/80/optimize,2-2
509076,Free Love,에픽하이 (EPIK HIGH),https://cdnimg.melon.co.kr/cm/album/images/000/33/757/33757_500.jpg/melon/resize/282/quality/80/optimize,Map Of The Human Soul
31383210,COME THRU,Joji,https://cdnimg.melon.co.kr/cm/album/images/102/03/844/10203844_500.jpg?4a8f1552c218dcce3f4285720fcef790/melon/resize/282/quality/80/optimize,BALLADS 1
32192709,Leray,Trippie Redd,https://cdnimg.melon.co.kr/cm2/album/images/103/54/455/10354455_500.jpg?150ea0bca5f5fd3b6c93793910da1ff7/melon/resize/282/quality/80/optimize,A Love Letter To You 4
32594786,parasite,lilspirit,https://cdnimg.melon.co.kr/cm2/album/images/104/29/978/10429978_20200513172051_500.jpg?2c972e89de818a89f987f38aceb60515/melon/resize/282/quality/80/optimize,american spirit
35732107,Show Me Some Love,hell9,https://cdnimg.melon.co.kr/cm2/album/images/110/79/252/11079252_20221018143335_500.jpg?ce1591a6a77adc429aaafe7a58e1ac10/melon/resize/282/quality/80/optimize,Show Me Some Love
35715026,When The Gravity's Low,hell9,https://cdnimg.melon.co.kr/cm2/album/images/110/74/998/11074998_20221012113237_500.jpg?fe619af040da1b99bf3ef858e9b4987a/melon/resize/282/quality/80/optimize,When The Gravity's Low
4023395,Annabel Lee (Single Ver.),어른아이,https://cdnimg.melon.co.kr/cm/album/images/021/73/900/2173900_500.jpg/melon/resize/282/quality/80/optimize,Sky (김하늘 & 파스텔뮤직 컴필레이션)
31388734,Frank Ocean Song,LEW,https://cdnimg.melon.co.kr/cm/album/images/102/17/255/10217255_500.jpg?ec5bcc1e1e31779bacccd0799c0d0077/melon/resize/282/quality/80/optimize,There's Something in My Eye
30676580,빙그르르 (Feat. greenblue),알레프 (ALEPH),https://cdnimg.melon.co.kr/cm/album/images/101/03/394/10103394_500.jpg?2af20de44a1a5c0e251f8edefe0562ec/melon/resize/282/quality/80/optimize,1
36400872,Smoke (feat. Polodared),YLN Foreign (이정운),https://cdnimg.melon.co.kr/cm2/album/images/112/32/027/11232027_20230426142418_500.jpg?f4e6c0cefd0ec342c9bb4d3ba1daef2d/melon/resize/282/quality/80/optimize,Born Broke Die Rich
36296154,"New Era (Feat. HIRA, Kwon-Kibaek)",키모엘 (Kimo:L),https://cdnimg.melon.co.kr/cm2/album/images/112/06/208/11206208_20230317161958_500.jpg?fb16dec73a6b1cdf0544a27f82a2f034/melon/resize/282/quality/80/optimize,STARDUST 2
36270899,1년만에 (Feat. 밤샘 (Bamsem)),캄보 (KAMBO),https://cdnimg.melon.co.kr/cm2/album/images/112/02/243/11202243_20230313160426_500.jpg?5f82fba577614daa12aa4b836d026a93/melon/resize/282/quality/80/optimize,1년만에
36264392,"거울 (feat. SINCE, 최엘비)",Alive Funk,https://cdnimg.melon.co.kr/cm2/album/images/112/00/280/11200280_20230309174339_500.jpg?71001a921606097d0003d873ec124329/melon/resize/282/quality/80/optimize,거울
36295781,Get Sturdy (Feat. NSW yoon),구본겸(RB NINE),https://cdnimg.melon.co.kr/cm2/album/images/112/06/104/11206104_20230317143715_500.jpg?571383218626b3abba91bdd518222ac1/melon/resize/282/quality/80/optimize,Get Sturdy
36264356,NO계획 (Feat. OLNL (오르내림)),예예빈 (YEYEBEEN),https://cdnimg.melon.co.kr/cm2/album/images/112/00/261/11200261_20230309174037_500.jpg?7068d9a3eb7a269ecdd67e5b590697e9/melon/resize/282/quality/80/optimize,313
36401609,치토스 (Cheetos) (feat. ZENE THE ZILLA),용용 (YongYong),https://cdnimg.melon.co.kr/cm2/album/images/112/32/243/11232243_20230426161345_500.jpg?46caaf9a00ae16f2bb42de7a87c3bd66/melon/resize/282/quality/80/optimize,Black Diaryy
36392056,털ㄴ업 해야겠어,처리 (Churry),https://cdnimg.melon.co.kr/cm2/album/images/112/29/759/11229759_20230424113744_500.jpg?18454c62eb17a28681852ff90dfef300/melon/resize/282/quality/80/optimize,일탈(逸脫)
36373858,CHOOM,토이고 (toigo),https://cdnimg.melon.co.kr/cm2/album/images/112/25/196/11225196_20230417103738_500.jpg?5c73d6892703f7cd67c2282d89a12d52/melon/resize/282/quality/80/optimize,CHOOM
36369643,Gunshot,저스디스 (JUSTHIS),https://cdnimg.melon.co.kr/cm2/album/images/112/24/006/11224006_20230413171707_500.jpg?a77879da0e7ce81fa65e8e2eede6b0df/melon/resize/282/quality/80/optimize,방과 후 전쟁활동 OST Part.3
36369303,Wetter,맥대디 (Mckdaddy),https://cdnimg.melon.co.kr/cm2/album/images/112/23/950/11223950_20230413153301_500.jpg?f0d33738250c9986511dab11b09f4c48/melon/resize/282/quality/80/optimize,FATAL
36369276,Holmes (feat. CHERRY BOY 17),M1NU,https://cdnimg.melon.co.kr/cm2/album/images/112/23/940/11223940_20230413151409_500.jpg?6c20bddc1da7b77ccba6b9e7602d739a/melon/resize/282/quality/80/optimize,Holmes (feat. CHERRY BOY 17)
36356972,탕,NUCK (넋업샨),https://cdnimg.melon.co.kr/cm2/album/images/112/20/735/11220735_20230410105115_500.jpg?bafbd46f49cd93100ba7bfd20b7fe0bf/melon/resize/282/quality/80/optimize,NOT REALLY NOW NOT ANYMORE
36368960,You Feel the Same Way (Feat. 태빈),tearliner,https://cdnimg.melon.co.kr/cm2/album/images/112/23/906/11223906_20230413150119_500.jpg?b07db22ba75d241639ba03becb0d932f/melon/resize/282/quality/80/optimize,비의도적 연애담 OST Part.6
36365487,유리천장,나겸 (NAAKYEUM),https://cdnimg.melon.co.kr/cm2/album/images/112/22/971/11222971_20230412162223_500.jpg?651748863a79de32e4fbecf451e2e4ed/melon/resize/282/quality/80/optimize,퀸메이커 OST
33180363,숨은 그림 찾기,정세운,https://cdnimg.melon.co.kr/cm2/album/images/105/43/122/10543122_20210106141441_500.jpg?92eafa1d47561555802eb11785637a7a/melon/resize/282/sharpen/0x1,24 PART 2
32270614,BOUNCE (Feat. 넉살),로스 (Los),https://cdnimg.melon.co.kr/cm2/album/images/103/67/413/10367413_20191220115828_500.jpg?71569b7127235ff8fa65b4e41e3e591e/melon/resize/282/quality/80/optimize,SNAKES IN THE GRASS
33752120,skrrt (Feat. Mckdaddy),가오가이 (kaogaii),https://cdnimg.melon.co.kr/cm2/album/images/106/68/552/10668552_20210802191002_500.jpg?8e41fed2895561b029c3dc2279d7d14e/melon/resize/282/quality/80/optimize,백한솔
33417534,땡잡이,Liquor (리쿼),https://cdnimg.melon.co.kr/cm2/album/images/105/93/715/10593715_20210415150057_500.jpg?8a8fc24671f26e20c6c5627476dc95f4/melon/resize/282/quality/80/optimize,One Eyed Jack & 땡잡이
35216368,ZOOM ZOOM,Joony,https://cdnimg.melon.co.kr/cm2/album/images/109/67/482/10967482_20220525112706_500.jpg?eae70ce8a703507d8213591a47730bbd/melon/resize/282/quality/80/optimize,Pretty In Black
36045009,"BLUE CHECK REMIX (Feat. Blase, 365LIT, JUPITER, KHAN, XINSAYNE, 노윤하, sokodomo, 코알라, 잠비노, 이영지, Chillin Homie, NSW yoon)",박재범,https://cdnimg.melon.co.kr/cm2/album/images/111/49/696/11149696_20230116162909_500.jpg?a2ea4458a881be707d8cee670c2899f4/melon/resize/282/quality/80/optimize,SLAY HOUSE REMIX
33053629,산막이옛길을 달리는 소녀,위키미키 (Weki Meki),https://cdnimg.melon.co.kr/cm2/album/images/105/16/503/10516503_20201111102223_500.jpg?3742cf18d6963b549ed20de18ce31e9b/melon/resize/282/quality/80/optimize,산막이옛길을 달리는 소녀
33120544,Mise-en-Scène,IZ*ONE (아이즈원),https://cdnimg.melon.co.kr/cm2/album/images/105/30/160/10530160_20201207160115_500.jpg?d63ad158584d7737ddd43a3f34d74a68/melon/resize/282/quality/80/optimize,One-reeler / Act IV
35309271,Attention,Kep1er (케플러),https://cdnimg.melon.co.kr/cm2/album/images/109/85/927/10985927_20220617184603_500.jpg?8bbc7fa35e4f3aa3d32e5ff31f8de443/melon/resize/282/quality/80/optimize,DOUBLAST
34959847,달을 걸어서,이수정,https://cdnimg.melon.co.kr/cm2/album/images/109/32/132/10932132_20220426111230_500.jpg?a83efe30bdff9416df9296450eebe0ab/melon/resize/282/quality/80/optimize,My Name
31092557,Taste (Feat. Offset) (Clean),Tyga,https://cdnimg.melon.co.kr/cm/album/images/101/69/887/10169887_500.jpg?38f297cd1336ac7ef68b10ef9db1b6c3/melon/resize/282/quality/80/optimize,Taste (Feat. Offset) (Clean)
31865817,Joke Ting (feat. Ari PenSmith),GoldLink,https://cdnimg.melon.co.kr/cm/album/images/102/94/369/10294369_500.jpg?27db77691f6349c2f5fb15e1c9b21534/melon/resize/282/quality/80/optimize,Diaspora
32880609,Famous FameUs,BE'O (비오),https://cdnimg.melon.co.kr/cm2/album/images/104/80/928/10480928_20200825175104_500.jpg?b38438d2bb86c08f078fbc8f101feb1e/melon/resize/282/quality/80/optimize,Famous FameUs
32875717,Whole Lotta Choppas,Sada Baby,https://cdnimg.melon.co.kr/cm2/album/images/104/79/793/10479793_20200824112912_500.jpg?17adb873bceb833ac8e9d54335b91aaa/melon/resize/282/quality/80/optimize,Whole Lotta Choppas
33161714,VVS (Inst.) (Prod. GroovyRoom),미란이 (MIRANI),https://cdnimg.melon.co.kr/cm2/album/images/105/39/190/10539190_20201224180724_500.jpg?bb6095ec53638efcfbc2add5cdb32fb1/melon/resize/282/quality/80/optimize,쇼미더머니 9 Instrumental
30572940,Mama Said Knock You Out (Undefeated Remix),LL Cool J,https://cdnimg.melon.co.kr/cm/album/images/100/86/717/10086717_500.jpg?284d977361f656822dc99e41e427fbd9/melon/resize/282/quality/80/optimize,Mama Said Knock You Out (Undefeated Remix)
4060140,우리의 시간은 다르다,다비치,https://cdnimg.melon.co.kr/cm/album/images/021/78/438/2178438_500.jpg?bde6f684ed94594da2d7b362936b2f52/melon/resize/282/quality/80/optimize,Mystic Ballad Part.2
35779044,도시 달팽이 (city snail),팔칠댄스 (87dance),https://cdnimg.melon.co.kr/cm2/album/images/110/89/465/11089465_20221107184613_500.jpg?7a174dae2578f392b2a0e08ff8167486/melon/resize/282/quality/80/optimize,도시 달팽이 (city snail)
35503620,페스티벌,보수동쿨러,https://cdnimg.melon.co.kr/cm2/album/images/110/22/949/11022949_20220804154518_500.jpg?37c6e67f7c62676e326bdbfc77becced/melon/resize/282/quality/80/optimize,LOVE SAND
35016681,서툴러,나상현씨밴드,https://cdnimg.melon.co.kr/cm2/album/images/109/40/853/10940853_20221129092816_500.jpg?1737f267fb7872df20217cbb43d39eb4/melon/resize/282/quality/80/optimize,오피스에서 뭐하Share? OST (O′PENing)
31478827,David,릴보이 (lIlBOI),https://cdnimg.melon.co.kr/cm/album/images/102/30/603/10230603_500.jpg?99a712aee76d2df522f61b751dba65db/melon/resize/282/quality/80/optimize,David
31252159,Khaki,양홍원,https://cdnimg.melon.co.kr/cm/album/images/101/95/222/10195222_500.jpg?eb40dcd2862fba3dbb3c283fbd31adc4/melon/resize/282/quality/80/optimize,SOkoNYUN
35702039,아름답던 별들의 밤,KCM,https://cdnimg.melon.co.kr/cm2/album/images/110/71/835/11071835_20221005185038_500.jpg?4e87cb549a535a994f050611ca01e2ba/melon/resize/282/quality/80/optimize,아름답던 별들의 밤
35531099,우린 이제 끝났으니까,임사랑,https://cdnimg.melon.co.kr/cm2/album/images/110/30/276/11030276_20220816181208_500.jpg?e445b97dc90b7460c7cf779feaeefdde/melon/resize/282/quality/80/optimize,우린 이제 끝났으니까
35015515,그대 이름 (NAME),iKON,https://cdnimg.melon.co.kr/cm2/album/images/109/40/660/10940660_20220503112810_500.jpg?60f2acb6f56b1b0c224843448aa9b701/melon/resize/282/quality/80/optimize,FLASHBACK
1877190,비가 (悲歌),모노,https://cdnimg.melon.co.kr/cm/album/images/003/82/278/382278_500.jpg/melon/resize/282/quality/80/optimize,넌 언제나
1514184,Snow In Eyes,S.E.S.,https://cdnimg.melon.co.kr/cm/album/images/003/34/282/334282_500.jpg/melon/resize/282/quality/80/optimize,Christmas In Smtown
31568895,마음속에,유하,https://cdnimg.melon.co.kr/cm/album/images/102/44/119/10244119_500.jpg?e8f6c88159483ea7cf8b44c65f81cc12/melon/resize/282/quality/80/optimize,Eternity
31981392,공중댄스,정우,https://cdnimg.melon.co.kr/cm/album/images/103/16/592/10316592_500.jpg?0ad3a5ea448a3af0cec43c39f3c2b16e/melon/resize/282/quality/80/optimize,여섯 번째 토요일
5516976,우리 다시 사랑한다면,2BIC(투빅),https://cdnimg.melon.co.kr/cm/album/images/022/96/431/2296431_500.jpg/melon/resize/282/quality/80/optimize,3rd Mini Repackage Album 'Genuine'
35814731,어느날 갑자기,조문근,https://cdnimg.melon.co.kr/cm2/album/images/110/97/965/11097965_20221108175550_500.jpg?56a20c9ee3a11db39e7a18f659b260e2/melon/resize/282/quality/80/optimize,내 눈에 콩깍지 OST Part.06
35759654,사랑하는 사람에게,숙희,https://cdnimg.melon.co.kr/cm2/album/images/110/85/504/11085504_20221025134946_500.jpg?1e5ce10cb3f905d29862767fac5bd5f6/melon/resize/282/quality/80/optimize,마녀의 게임 OST Part.03
35807484,"다시, 꿈",남영주,https://cdnimg.melon.co.kr/cm2/album/images/110/96/105/11096105_20221107141652_500.jpg?13d56f6b906db2dc2657cd7fb11eceef/melon/resize/282/quality/80/optimize,"다시, 꿈"
35793519,내게 가장 빛나는 별이 되어준 그대에게,주현민,https://cdnimg.melon.co.kr/cm2/album/images/110/92/939/11092939_20221102151206_500.jpg?981973a4bc8641f810f09f41f6267995/melon/resize/282/quality/80/optimize,내게 가장 빛나는 별이 되어준 그대에게
36263931,Pixel world,PLAVE,https://cdnimg.melon.co.kr/cm2/album/images/112/00/126/11200126_20230309164747_500.jpg?0b68a1b0d1d7ee97fea4243d950d06cd/melon/resize/282/quality/80/optimize,ASTERUM
31241791,롤린 (New Version),브레이브걸스,https://cdnimg.melon.co.kr/cm/album/images/101/93/594/10193594_500.jpg?7a27b01df2f140024716d79af0579f14/melon/resize/282/quality/80/optimize,롤린 (New Version)
36342066,"Moshpit (Feat. Skinny Brown, Blase (블라세), Lil Moshpit)",릴러말즈 (Leellamarz),https://cdnimg.melon.co.kr/cm2/album/images/112/17/255/11217255_20230404113821_500.jpg?1dd050f7e11d1e36430f0aa42b38d6bd/melon/resize/282/quality/80/optimize,DAYDATE
36342072,Still alive (Feat. Skinny Brown),릴러말즈 (Leellamarz),https://cdnimg.melon.co.kr/cm2/album/images/112/17/255/11217255_20230404113821_500.jpg?1dd050f7e11d1e36430f0aa42b38d6bd/melon/resize/282/quality/80/optimize,DAYDATE
35407273,Paid Off (Feat. Fivio Foreign),Rowdy Rebel,https://cdnimg.melon.co.kr/cm2/album/images/110/03/882/11003882_20220713112338_500.jpg?167cba0412823e6469bd8b1efa1c337d/melon/resize/282/quality/80/optimize,Rebel vs. Rowdy
31526240,mayday (Feat. Skinny Brown),릴러말즈 (Leellamarz),https://cdnimg.melon.co.kr/cm/album/images/102/37/801/10237801_500.jpg?1b79932e9553e61428e2799183e62117/melon/resize/282/quality/80/optimize,MARZ 2 EARTH
36455962,I CAN'T SEE YOU,식케이 (Sik-K),https://cdnimg.melon.co.kr/cm2/album/images/112/46/453/11246453_20230517142955_500.jpg?0ceb644dacf5c11cc2f0fe54cb6bf8fb/melon/resize/282/quality/80/optimize,ALBUM ON THE WAY!
36455960,BALACLAVA BABIES (feat. Blase),식케이 (Sik-K),https://cdnimg.melon.co.kr/cm2/album/images/112/46/453/11246453_20230517142955_500.jpg?0ceb644dacf5c11cc2f0fe54cb6bf8fb/melon/resize/282/quality/80/optimize,ALBUM ON THE WAY!
36455956,SHAWTY WANNA WAIT,식케이 (Sik-K),https://cdnimg.melon.co.kr/cm2/album/images/112/46/453/11246453_20230517142955_500.jpg?0ceb644dacf5c11cc2f0fe54cb6bf8fb/melon/resize/282/quality/80/optimize,ALBUM ON THE WAY!
3763333,두 마리,배치기,https://cdnimg.melon.co.kr/cm/album/images/021/07/446/2107446_500.jpg/melon/resize/282/quality/80/optimize,두 마리
